Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22823481,Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,"Loon, Borin Van",Jane Hope,"=""1848317689""","=""9781848317680""",0,Icon Books,Kindle Edition,357,2014,1991,,2023/02/13,to-read,to-read (#312),to-read,,,,0,0
23360863,Introducing Nietzsche: A Graphic Guide (Graphic Guides Book 0),Laurence Gane,"Gane, Laurence",Piero Piero,"=""184831762X""","=""9781848317628""",0,Icon Books,Kindle Edition,180,2014,1997,,2023/02/13,to-read,to-read (#313),to-read,,,,0,0
23252375,Introducing Statistics: A Graphic Guide (Graphic Guides),Eileen Magnello,"Magnello, Eileen",Borin Van Loon,"=""""","=""""",0,Icon Books,Kindle Edition,366,2014,2005,,2023/02/13,to-read,to-read (#314),to-read,,,,0,0
22711851,Introducing Linguistics: A Graphic Guide (Graphic Guides Book 0),R.L. Trask,"Trask, R.L.",Bill Mayblin,"=""""","=""""",0,Icon Books,Kindle Edition,180,2014,1996,,2023/02/13,to-read,to-read (#315),to-read,,,,0,0
33010074,Introducing Epigenetics: A Graphic Guide (Graphic Guides Book 0),Cath Ennis,"Ennis, Cath",Oliver Pugh,"=""1848319037""","=""9781848319035""",0,Icon Books Ltd,Kindle Edition,291,2017,2017,,2023/02/13,to-read,to-read (#316),to-read,,,,0,0
25706239,Introducing Philosophy: A Graphic Guide,Dave Robinson,"Robinson, Dave",Judy Groves,"=""""","=""""",0,Icon Books,Kindle Edition,180,2014,1999,,2023/02/13,to-read,to-read (#317),to-read,,,,0,0
49788415,Mutlu Olma Ihtimalimiz,Sigmund Freud,"Freud, Sigmund",,"=""6057775635""","=""9786057775634""",0,Zeplin Kitap,Paperback,144,2019,2014,2023/02/21,2023/02/16,bought,bought (#148),read,,,,1,0
958259,The Principles of Scientific Management,Frederick Winslow Taylor,"Taylor, Frederick Winslow",,"=""1596058897""","=""9781596058897""",0,Cosimo Classics,Paperback,,2006,1911,,2023/02/17,to-read,to-read (#318),to-read,,,,0,0
459135,Marie Curie: A Scientific Pioneer (Great Life Stories),Allison Lassieur,"Lassieur, Allison",,"=""0531122700""","=""9780531122709""",0,Franklin Watts,Library Binding,112,2003,2003,,2023/02/24,to-read,to-read (#320),to-read,,,,0,0
123004500,Marie Curie - Patent Bilimin Ruhuna Aykırıdır,Ömür Uzel,"Uzel, Ömür",,"=""6258360211""","=""9786258360219""",0,Karakarga,Paperback,112,2022,,2023/03/02,2023/02/24,bought,bought (#150),read,,,,1,0
35518666,Batı Felsefesi Tarihi : İlkçağ,Bertrand Russell,"Russell, Bertrand",,"=""""","=""""",0,Bilgi Yayınevi,Paperback,435,1972,1945,,2023/02/24,"to-read, bought","to-read (#321), bought (#151)",to-read,,,,0,0
31866,"A History of Philosophy, Vol. 1: Greece and Rome, From the Pre-Socratics to Plotinus",Frederick Charles Copleston,"Copleston, Frederick Charles",,"=""0385468431""","=""9780385468435""",0,Image,Paperback,521,1993,1946,,2023/02/24,"to-read, bought","to-read (#322), bought (#152)",to-read,,,,0,0
34184307,Code Girls: The Untold Story of the American Women Code Breakers Who Helped Win World War II,Liza Mundy,"Mundy, Liza",,"=""0316439894""","=""9780316439893""",0,Hachette Books,Hardcover,640,2017,2017,,2023/03/02,to-read,to-read (#323),to-read,,,,0,0
243685,A History of Western Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0671201581""","=""9780671201586""",0,Simon & Schuster,Paperback,906,1986,1945,,2023/03/17,to-read,to-read (#324),to-read,,,,0,0
21031,When Nietzsche Wept,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0060748125""","=""9780060748128""",5,Harper Perennial,Paperback,310,2003,1992,2023/04/15,2023/03/19,"bought, favorites","bought (#154), favorites (#30)",read,,,,1,0
59979005,Midnight in Chernobyl,Adam Higginbotham,"Higginbotham, Adam",,"=""""","=""""",0,,Paperback,,2019,2019,,2023/04/26,to-read,to-read (#325),to-read,,,,0,0
36204894,Chernobyl: The History of a Nuclear Catastrophe,Serhii Plokhy,"Plokhy, Serhii",,"=""1541617096""","=""9781541617094""",0,Basic Books,Hardcover,404,2018,2018,,2023/04/26,to-read,to-read (#326),to-read,,,,0,0
73418281,Kleine Geschichte der Philosophie (Beck Paperback 1597) (German Edition),Otfried Höffe,"Höffe, Otfried",,"=""""","=""""",0,C.H.Beck,Kindle Edition,438,2018,2001,,2023/05/21,"to-read, bought","to-read (#327), bought (#157)",to-read,,,,0,0
13689317,What is Life?: How Chemistry Becomes Biology,Addy Pross,"Pross, Addy",,"=""0199641013""","=""9780199641017""",0,Oxford University Press,Hardcover,224,2012,2012,,2023/06/08,"to-read, to-buy","to-read (#328), to-buy (#66)",to-read,,,,0,0
1039633,Science and Technology in World History: An Introduction,James E. McClellan,"McClellan, James E.",Harold Dorn,"=""0801883601""","=""9780801883606""",0,Johns Hopkins University Press,Paperback,496,2006,1999,,2023/06/08,"to-read, to-buy","to-read (#331), to-buy (#68)",to-read,,,,0,0
6881432,In Search of the Multiverse,John Gribbin,"Gribbin, John",,"=""1846141133""","=""9781846141133""",0,Allen Lane,Hardcover,250,2009,2009,,2023/06/08,to-read,to-read (#332),to-read,,,,0,0
922214,The Universe: A biography,John Gribbin,"Gribbin, John",,"=""0713998571""","=""9780713998573""",0,Allen Lane,Hardcover,256,,2007,,2023/06/08,"to-read, to-buy","to-read (#333), to-buy (#69)",to-read,,,,0,0
10840041,A Planet of Viruses,Carl Zimmer,"Zimmer, Carl",,"=""0226983358""","=""9780226983356""",0,University of Chicago Press,Hardcover,109,2011,2011,,2023/06/08,"to-read, to-buy","to-read (#334), to-buy (#70)",to-read,,,,0,0
31280236,"The Little Book of Big History: The Story of Life, the Universe and Everything",Ian Crofton,"Crofton, Ian",Jeremy Black,"=""1782434291""","=""9781782434290""",0,MICHAEL O'MARA BOOKS,Hardcover,272,2016,,,2023/06/08,"to-read, to-buy","to-read (#335), to-buy (#71)",to-read,,,,0,0
1052,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""0451205367""","=""9780451205360""",0,Berkley Books,Paperback,194,2002,1926,,2023/06/08,"to-read, to-buy","to-read (#336), to-buy (#72)",to-read,,,,0,0
695440,The Tree of Knowledge: The Biological Roots of Human Understanding,Humberto R. Maturana,"Maturana, Humberto R.",Francisco J. Varela,"=""0877736421""","=""9780877736424""",0,Shambhala,Paperback,272,1992,1984,,2021/10/15,to-read,to-read (#190),to-read,,,,0,0
39298711,Digital Image Processing,Rafael C. Gonzalez / Rafael C. Gonzalez / Richard E. Woods / Richard E. Woods,"Woods, Rafael C. Gonzalez / Rafael C. Gonzalez / Richard E. Woods / Richard E.",,"=""1292223049""","=""9781292223049""",0,Pearson Education Limited,Paperback,1024,2017,1977,,2021/11/07,"to-read, bought","to-read (#196), bought (#158)",to-read,,,,0,0
56659587,Love Letters from Paris,Nicolas Barreau,"Barreau, Nicolas",,"=""0349423482""","=""9780349423487""",0,"Little, Brown Book Group",Paperback,272,2021,2018,,2021/02/15,to-read,to-read (#17),to-read,,,,0,0
40018083,The Second Age of Computer Science: From Algol Genes to Neural Nets,Subrata Dasgupta,"Dasgupta, Subrata",,"=""0190843888""","=""9780190843885""",0,Oxford University Press,Kindle Edition,354,2018,,,2020/03/02,"to-read, to-buy","to-read (#3), to-buy (#9)",to-read,,,,0,0
251388,Introducing Time,Craig Callender,"Callender, Craig",Ralph Edney,"=""1840465921""","=""9781840465921""",3,Totem Books,Paperback,176,2005,1997,2023/02/15,2023/02/13,,,read,,,,1,0
1803938,Introducing Evolutionary Psychology,Dylan Evans,"Evans, Dylan",Oscar Zárate,"=""1840460431""","=""9781840460438""",0,"Icon,Totem Books",Paperback,176,1999,1999,,2023/02/13,to-read,to-read (#306),to-read,,,,0,0
9314910,Introducing Evolution: A Graphic Guide,Dylan Evans,"Evans, Dylan",Howard Selina,"=""1848311869""","=""9781848311862""",0,Icon Books,Paperback,176,2010,1997,,2023/02/13,to-read,to-read (#305),to-read,,,,0,0
58452,Introducing Ethics,Dave Robinson,"Robinson, Dave",Chris Garratt,"=""1840465808""","=""9781840465808""",0,"Icon,Totem Books",Paperback,176,2004,1993,,2023/02/13,to-read,to-read (#304),to-read,,,,0,0
1218052,Introducing Chomsky,John Maher,"Maher, John","Judy Groves, Richard Appignanesi","=""1874166420""","=""9781874166429""",0,"Icon,Totem Books",Paperback,176,1997,1993,,2023/02/13,to-read,to-read (#303),to-read,,,,0,0
31442881,Introducing Keynes: A Graphic Guide (Graphic Guides),Peter Pugh,"Pugh, Peter",Chris Garratt,"=""1848318812""","=""9781848318816""",0,Icon Books,Kindle Edition,367,2014,1990,,2023/02/13,to-read,to-read (#302),to-read,,,,0,0
17675200,Introducing Particle Physics: A Graphic Guide,Tom  Whyntie,"Whyntie, Tom",Oliver Pugh,"=""1848315899""","=""9781848315891""",0,Icon Books,Paperback,192,2013,2014,,2023/02/13,to-read,to-read (#301),to-read,,,,0,0
25537096,Introducing Quantum Theory: A Graphic Guide,J.P.  McEvoy,"McEvoy, J.P.",Oscar Zárate,"=""""","=""""",0,Icon Books,Kindle Edition,352,2014,1992,,2023/02/13,to-read,to-read (#300),to-read,,,,0,0
33296368,Introducing Game Theory: A Graphic Guide (Graphic Guides),Ivan Pastine,"Pastine, Ivan","Tuvana Pastine, Tom Humberstone","=""1785780832""","=""9781785780837""",0,Icon Books,Kindle Edition,279,2017,2017,,2023/02/13,to-read,to-read (#299),to-read,,,,0,0
8979920,Introducing Feminism: A Graphic Guide,Cathia Jenainati,"Jenainati, Cathia",Judy Groves,"=""1848311214""","=""9781848311213""",0,Icon Books,Paperback,176,2010,2003,,2023/02/13,to-read,to-read (#298),to-read,,,,0,0
42079956,Amazing Evolution: The Journey of Life,Anna Claybourne,"Claybourne, Anna",Wesley Robins,"=""1782407375""","=""9781782407379""",5,Ivy Kids,Hardcover,80,2019,2019,2023/02/13,2023/02/09,,,read,,,,1,0
13705372,"CUDA Handbook: A Comprehensive Guide to GPU Programming, The",Nicholas Wilt,"Wilt, Nicholas",,"=""0321809467""","=""9780321809469""",0,Addison-Wesley Professional,Paperback,528,2013,2012,,2023/02/02,to-read,to-read (#297),to-read,,,,0,0
12675109,"Great by Choice: Uncertainty, Chaos, and Luck—Why Some Thrive Despite Them All",Jim Collins,"Collins, Jim","Jim Collins, Morten T. Hansen","=""0062121006""","=""9780062121004""",0,HarperBusiness,Kindle Edition,183,2011,2011,,2023/01/29,to-read,to-read (#296),to-read,,,,0,0
9793361,The Decision Book: Fifty Models for Strategic Thinking,Mikael Krogerus,"Krogerus, Mikael",Roman Tschäppeler,"=""""","=""""",0,,Hardcover,174,2011,2011,,2023/01/27,to-read,to-read (#295),to-read,,,,0,0
16619,Democracy in America,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan","=""0140447601""","=""9780140447606""",0,Penguin Classics,Paperback,983,2003,1835,,2023/01/27,to-read,to-read (#294),to-read,,,,0,0
56986386,Street Coder,Sedat Kapanoglu,"Kapanoglu, Sedat",,"=""1617298379""","=""9781617298370""",0,Manning,Paperback,272,2022,2022,,2023/01/26,to-read,to-read (#293),to-read,,,,0,0
58957720,Resilience by Harvard Business Review Press (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business",,"=""""","=""""",0,Harvard Business Review Press,Paperback,,2017,2017,,2022/12/22,to-read,to-read (#277),to-read,,,,0,0
339594,Aşkın Metafiziği,Arthur Schopenhauer,"Schopenhauer, Arthur",Selahattin Hilav,"=""9759689707""","=""9789759689704""",0,Sosyal Yayınları,Paperback,62,2007,1818,,2022/12/26,to-read,to-read (#292),to-read,,,,0,0
7048639,Dinosaur Odyssey: Fossil Threads in the Web of Life,Scott D. Sampson,"Sampson, Scott D.",,"=""0520241630""","=""9780520241633""",0,University of California Press,Hardcover,332,2009,2009,,2022/12/26,to-read,to-read (#291),to-read,,,,0,0
6538811,"The Fossil Hunter: Dinosaurs, Evolution, and the Woman Whose Discoveries Changed the World",Shelley Emling,"Emling, Shelley",,"=""0230611567""","=""9780230611566""",0,St. Martin's Press,Hardcover,256,2009,2009,,2022/12/26,to-read,to-read (#290),to-read,,,,0,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,Addison-Wesley Professional,Paperback,322,1995,1975,,2022/12/25,to-read,to-read (#289),to-read,,,,0,0
53011383,UNIX: A History and a Memoir,Brian W. Kernighan,"Kernighan, Brian W.",,"=""1695978552""","=""9781695978553""",0,Independently Published,Paperback,183,2019,2019,,2022/12/25,to-read,to-read (#288),to-read,,,,0,0
46120870,Power and Impact (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business","Dan Cable, Peter Bregman, Harrison Monarth, Dacher Keltner","=""1633697940""","=""9781633697942""",0,Harvard Business Review Press,Paperback,144,2019,,,2022/12/22,to-read,to-read (#287),to-read,,,,0,0
39220535,Leadership Presence (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business","Amy J.C. Cuddy, Deborah Tannen, Amy Jen Su, John Beeson","=""1633696243""","=""9781633696242""",0,Harvard Business Review Press,Paperback,144,2018,,,2022/12/22,to-read,to-read (#286),to-read,,,,0,0
41588323,Mindful Listening (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business",,"=""1633696685""","=""9781633696686""",0,Harvard Business Review Press,Kindle Edition,89,2019,,,2022/12/22,to-read,to-read (#285),to-read,,,,0,0
39215897,"Purpose, Meaning, and Passion (HBR Emotional Intelligence Series)",Harvard Business Review,"Review, Harvard Business","Morten T. Hansen, Teresa M. Amabile, Scott A. Snook, Nick Craig","=""1633696286""","=""9781633696280""",0,Harvard Business Review Press,Kindle Edition,105,2018,,,2022/12/22,to-read,to-read (#284),to-read,,,,0,0
41588322,Confidence (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business","Tomas Chamorro-Premuzic, Rosabeth Moss Kanter, Amy Jen Su, Peter Bregman","=""1633696650""","=""9781633696655""",0,Harvard Business Review Press,Kindle Edition,105,2019,,,2022/12/22,to-read,to-read (#283),to-read,,,,0,0
40496105,Self-Awareness (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business","Daniel Goleman, Robert Steven Kaplan, Susan David, Tasha Eurich, Kristi Hedges","=""1633696626""","=""9781633696624""",0,Harvard Business Review Press,Kindle Edition,103,2018,,,2022/12/22,to-read,to-read (#282),to-read,,,,0,0
37810043,Dealing with Difficult People,Harvard Business Review,"Review, Harvard Business",,"=""163369609X""","=""9781633696099""",0,Harvard Business Review Press,Kindle Edition,82,2018,2007,,2022/12/22,to-read,to-read (#281),to-read,,,,0,0
34875415,Emotional Intelligence: Empathy,Daniel Goleman,"Goleman, Daniel","Annie McKee, Adam Waytz, Emma Seppälä, Jack H. Zenger, Joseph R. Folkman, Rachel Ruttan, Mary-Hunter McDonnell, Loran Nordgren, Lou Solomon, Jon Kolko, Melissa Luu-Van","=""1633693260""","=""9781633693265""",0,Harvard Business Review Press,Kindle Edition,80,2017,2017,,2022/12/22,to-read,to-read (#280),to-read,,,,0,0
34773703,Influence and Persuasion (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business",,"=""1633693937""","=""9781633693937""",0,Harvard Business Review Press,Paperback,138,2018,,,2022/12/22,to-read,to-read (#279),to-read,,,,0,0
34014215,Happiness (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business","Annie McKee, Gretchen Spreitzer, Teresa Amabile","=""163369321X""","=""9781633693210""",0,Harvard Business Review Press,Paperback,162,2017,2017,,2022/12/22,to-read,to-read (#278),to-read,,,,0,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,Penguin Books,Paperback,267,2002,2001,,2022/12/10,"to-read, to-buy","to-read (#276), to-buy (#65)",to-read,,,,0,0
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""""","=""9780593688137""",0,Vintage,Kindle Edition,706,1996,1924,,2022/12/06,to-read,to-read (#275),to-read,,,,0,0
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,"=""1400064287""","=""9781400064281""",0,Random House,Hardcover,291,2007,2006,,2022/12/04,to-read,to-read (#274),to-read,,,,0,0
59641216,"Friends, Lovers, and the Big Terrible Thing",Matthew  Perry,"Perry, Matthew",Lisa Kudrow,"=""1250866448""","=""9781250866448""",0,Flatiron Books,Hardcover,250,2022,2022,,2022/11/30,to-read,to-read (#273),to-read,,,,0,0
60190659,"What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #2)",Randall Munroe,"Munroe, Randall",,"=""0525537112""","=""9780525537113""",0,Riverhead Books,Hardcover,354,2022,2022,,2022/11/30,to-read,to-read (#272),to-read,,,,0,0
56922687,These Precious Days: Essays,Ann Patchett,"Patchett, Ann",,"=""0063092786""","=""9780063092785""",0,Harper,Hardcover,320,2021,2021,,2022/11/30,to-read,to-read (#271),to-read,,,,0,0
58537332,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture",Gabor Maté,"Maté, Gabor",Daniel Maté,"=""0593083881""","=""9780593083888""",0,Avery,Hardcover,576,2022,2022,,2022/11/30,to-read,to-read (#270),to-read,,,,0,0
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",0,Random House,Hardcover,464,2022,2022,,2022/11/30,to-read,to-read (#269),to-read,,,,0,0
58884736,The Measure,Nikki Erlick,"Erlick, Nikki",,"=""0063204207""","=""9780063204201""",0,William Morrow,Hardcover,353,2022,2022,,2022/11/30,to-read,to-read (#268),to-read,,,,0,0
57850265,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072645""","=""9780063072640""",0,William Morrow,Hardcover,293,2022,2022,,2022/11/30,to-read,to-read (#267),to-read,,,,0,0
59838811,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157532""","=""9780593157534""",0,Ballantine Books,Hardcover,352,2022,2022,,2022/11/30,to-read,to-read (#266),to-read,,,,0,0
58890953,His Name Is George Floyd: One Man's Life and the Struggle for Racial Justice,Robert Samuels,"Samuels, Robert",Toluse Olorunnipa,"=""0593490614""","=""9780593490617""",0,Viking,Hardcover,432,2022,2022,,2022/11/30,to-read,to-read (#265),to-read,,,,0,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,Simon & Schuster,Hardcover,304,2022,2022,,2022/11/30,to-read,to-read (#264),to-read,,,,0,0
58536046,Why Has Nobody Told Me This Before?,Julie      Smith,"Smith, Julie",,"=""0063227932""","=""9780063227934""",0,HarperOne,Hardcover,368,2022,2022,,2022/11/30,to-read,to-read (#263),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,Knopf,Hardcover,259,2022,2022,,2022/11/30,to-read,to-read (#262),to-read,,,,0,0
60690713,"Unstoppable Us, Volume 1: How Humans Took Over the World",Yuval Noah Harari,"Harari, Yuval Noah",Ricard Zaplana Ruiz,"=""0593643461""","=""9780593643464""",0,Bright Matter Books ,Hardcover,208,2022,2022,,2022/11/26,to-read,to-read (#261),to-read,,,,0,0
354783,Mendeleyev's Dream,Paul Strathern,"Strathern, Paul",,"=""0425184676""","=""9780425184677""",0,Berkley Trade,Trade Paperback,309,2002,2001,,2022/11/23,to-read,to-read (#260),to-read,,,,0,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,Simon & Schuster,Paperback,916,2006,2005,,2022/11/23,to-read,to-read (#259),to-read,,,,0,0
61065813,"Surrender: 40 Songs, One Story",Bono,"Bono, Bono",,"=""0525521046""","=""9780525521044""",0,Knopf,Hardcover,564,2022,2022,,2022/11/23,to-read,to-read (#258),to-read,,,,0,0
